P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts,Grupo_Specs,Nom_Gru_Specs,Rango_Precio,Val_Ran_Precio,C1_Rat,C3_Ven,Flag_Exito,Flag_Exito2,Flag_Exito3,Flag_Exito4,Flag_Exito5,Flag_Exito6,Flag_Exito7
PD_21008729,History,3,source,287.11,3,53,0,1,202311,11,2.33,0,2,16,0.0,0.5248,3,-1,7.0,7: Gestión emocional,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21009757,Evidence,3,on,120.8,1,30,0,1,202312,12,0.0,0,10,10,0.0,0.5248,7,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000562,Window,4,film,490.31,2,49,1,1,202309,9,3.0,0,9,18,0.5274,0.5274,4,2,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21002767,Carry,0,run,356.27,3,31,0,1,202304,4,2.33,0,8,17,0.0,0.4954,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21003542,Read,0,face,431.55,1,55,0,1,202302,2,0.0,0,7,7,0.0,0.4954,2,1,3.0,3: Entorno familiar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003904,Practice,4,on,314.52,1,65,0,1,202309,9,2.0,0,5,5,0.0,0.5274,5,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21003963,Such,3,city,261.37,2,64,1,0,202302,2,2.5,0,4,8,0.5248,0.0,6,-1,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004614,Front,2,mouth,472.12,1,60,1,0,202402,2,1.0,0,10,10,0.498,0.0,4,2,3.0,3: Entorno familiar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21005580,Sign,0,just,35.95,1,28,1,0,202408,8,5.0,0,4,4,0.4954,0.0,7,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21008218,Billion,3,choose,312.12,1,30,1,0,202401,1,0.0,0,7,7,0.5248,0.0,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008255,More,3,lead,315.4,2,44,1,1,202303,3,0.5,0,10,11,0.5248,0.5248,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008807,Chance,4,place,237.96,2,51,1,0,202306,6,0.0,0,3,7,0.5274,0.0,4,2,6.0,6: Hogar,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21009428,Situation,3,play,437.11,1,21,1,0,202406,6,0.0,0,7,7,0.5248,0.0,5,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009552,Analysis,1,economic,415.93,6,48,1,1,202307,7,2.17,0,7,30,0.4976,0.4976,2,0,5.0,5: Entorno social,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21009868,Bag,1,throughout,265.08,1,52,1,0,202401,1,2.0,0,2,2,0.4976,0.0,3,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003193,Know,0,necessary,74.61,2,70,1,1,202311,11,2.5,0,1,11,0.4954,0.4954,5,2,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21003341,Test,2,two,250.28,2,47,1,1,202304,4,0.5,0,8,13,0.498,0.498,1,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006783,In,2,eat,344.83,1,51,0,1,202311,11,0.0,0,6,6,0.0,0.498,2,2,3.0,3: Entorno familiar,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009343,Treat,3,itself,408.52,1,54,1,0,202401,1,4.0,0,10,10,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21004288,Clearly,1,example,71.34,1,24,0,1,202404,4,1.0,0,5,5,0.0,0.4976,6,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21007496,Bed,2,what,118.83,2,38,0,1,202401,1,1.0,1,13,13,0.0,0.498,3,3,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21004306,More,1,perhaps,435.25,3,30,0,1,202404,4,0.0,1,14,20,0.0,0.4976,7,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21005895,Reflect,2,field,239.99,2,58,1,1,202404,4,2.5,1,12,12,0.498,0.498,4,5,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21007737,Him,1,strong,390.5,2,35,1,0,202308,8,2.5,1,13,13,0.4976,0.0,4,4,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21007956,Four,0,almost,263.07,2,56,1,0,202303,3,0.0,1,13,13,0.4954,0.0,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21000866,Drive,3,another,266.62,3,56,1,1,202309,9,0.33,1,16,23,0.5248,0.5248,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21005531,Area,1,ready,385.41,3,60,1,0,202301,1,1.67,1,8,15,0.4976,0.0,1,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21006995,Include,2,price,348.06,3,42,1,1,202304,4,2.0,1,11,19,0.498,0.498,1,5,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21006901,Energy,4,hot,427.86,4,30,1,0,202305,5,1.5,1,15,30,0.5274,0.0,7,-1,7.0,7: Gestión emocional,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21009621,Everything,0,better,175.51,2,35,1,1,202307,7,0.0,1,10,10,0.4954,0.4954,3,5,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21008575,Instead,4,same,330.11,2,58,1,0,202306,6,2.5,1,3,3,0.5274,0.0,1,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21004566,Whole,2,them,161.12,3,55,1,1,202304,4,0.0,1,14,15,0.498,0.498,2,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21001795,Phone,2,throughout,221.51,3,37,1,1,202309,9,1.0,1,15,23,0.498,0.498,3,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21004105,Beat,3,without,177.26,2,31,1,1,202402,2,2.0,1,7,7,0.5248,0.5248,7,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21007983,There,0,deal,321.12,2,56,1,0,202408,8,0.5,1,19,19,0.4954,0.0,1,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21009613,Material,4,agent,411.28,3,32,1,1,202401,1,0.67,1,11,11,0.5274,0.5274,7,5,4.0,4: Entorno laboral,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21006427,Sort,2,voice,360.68,3,59,0,1,202308,8,2.0,1,2,3,0.0,0.498,4,2,1.0,1: Arte y creatividad,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21001392,Knowledge,4,different,276.05,5,39,1,1,202403,3,3.4,1,9,15,0.5274,0.5274,2,-1,7.0,7: Gestión emocional,De s/201 a s/300,3,1,1,1,1,1,1,1,1,1
PD_21008485,Free,1,admit,88.86,2,55,1,0,202406,6,0.0,1,18,18,0.4976,0.0,3,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21009116,At,4,score,461.98,2,29,1,0,202307,7,2.0,1,15,15,0.5274,0.0,7,-1,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21009555,Information,0,suffer,59.4,3,51,1,1,202302,2,1.33,1,16,21,0.4954,0.4954,2,1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21005890,Enough,4,type,28.43,2,59,0,1,202404,4,0.0,1,16,16,0.0,0.5274,1,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21007838,Activity,3,possible,180.87,3,46,1,0,202306,6,1.0,1,15,17,0.5248,0.0,4,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21006089,Talk,1,look,373.84,2,44,1,1,202402,2,0.0,1,14,14,0.4976,0.4976,2,2,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21000700,Husband,4,list,237.31,2,31,0,1,202404,4,0.5,1,5,5,0.0,0.5274,7,5,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21005038,Analysis,2,relate,110.1,3,50,1,1,202308,8,1.67,1,27,17,0.498,0.498,2,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21002194,Open,0,miss,198.63,2,41,1,0,202301,1,0.0,1,4,4,0.4954,0.0,3,1,3.0,3: Entorno familiar,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21000398,Possible,4,ok,318.6,5,40,1,1,202408,8,1.8,1,12,10,0.5274,0.5274,2,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21004906,Church,2,camera,316.48,2,62,1,1,202305,5,4.5,1,14,14,0.498,0.498,4,-1,1.0,1: Arte y creatividad,De s/301 a s/400,4,1,1,1,1,1,1,1,1,1
PD_21000554,Throughout,1,reality,48.44,2,35,1,1,202311,11,0.0,0,8,14,0.4976,0.4976,4,-1,5.0,5: Entorno social,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21000836,Partner,3,executive,279.47,1,19,0,1,202407,7,0.0,0,10,10,0.0,0.5248,5,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001254,Spend,4,use,225.58,1,43,1,0,202407,7,0.0,0,9,9,0.5274,0.0,3,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001287,Yes,4,tree,378.08,1,30,0,1,202407,7,0.0,0,9,9,0.0,0.5274,7,-1,6.0,6: Hogar,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21002028,Memory,2,industry,270.21,4,56,1,0,202306,6,3.5,0,6,32,0.498,0.0,4,0,5.0,5: Entorno social,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21002204,Head,1,TV,83.96,1,69,1,0,202301,1,0.0,0,3,3,0.4976,0.0,5,5,6.0,6: Hogar,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002210,Smile,3,choice,149.11,1,66,1,0,202408,8,0.0,0,3,3,0.5248,0.0,6,5,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002408,Painting,1,place,293.72,3,25,0,1,202402,2,1.67,0,3,9,0.0,0.4976,6,2,6.0,6: Hogar,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21002907,Director,2,station,243.17,1,32,0,1,202302,2,3.0,0,10,10,0.0,0.498,6,2,6.0,6: Hogar,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21003909,Right,1,similar,449.24,1,56,0,1,202412,12,3.0,0,3,3,0.0,0.4976,1,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21005184,Second,3,case,235.21,2,53,1,1,202311,11,3.5,0,1,7,0.5248,0.5248,3,-1,7.0,7: Gestión emocional,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21006975,Here,4,mind,354.24,2,39,0,1,202305,5,1.0,0,1,2,0.0,0.5274,2,-1,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008657,Land,0,though,422.43,2,52,1,1,202308,8,0.5,0,6,10,0.4954,0.4954,2,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008725,Against,4,none,497.14,1,43,1,0,202303,3,0.0,0,8,8,0.5274,0.0,3,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009140,Certainly,4,none,253.18,1,21,0,1,202402,2,0.0,0,3,3,0.0,0.5274,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009786,Improve,1,man,126.17,2,48,1,1,202305,5,0.0,0,5,9,0.4976,0.4976,2,2,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002411,Parent,2,individual,209.0,2,39,1,1,202303,3,0.0,0,10,13,0.498,0.498,3,2,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003472,Speak,2,include,445.64,3,56,1,0,202309,9,2.33,0,5,15,0.498,0.0,4,5,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21003687,Common,3,article,308.98,1,68,0,1,202303,3,0.0,0,3,3,0.0,0.5248,6,2,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21008719,Social,2,can,294.78,1,59,1,0,202408,8,0.0,0,4,4,0.498,0.0,4,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000040,Behind,0,either,264.64,3,37,1,1,202301,1,0.0,0,3,22,0.4954,0.4954,3,1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21003216,Him,3,know,51.77,3,39,1,1,202304,4,0.0,0,4,20,0.5248,0.5248,2,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21005550,Include,3,indicate,405.73,2,47,1,1,202311,11,0.5,0,7,10,0.5248,0.5248,4,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21007098,Actually,1,hair,258.04,2,63,1,1,202307,7,2.5,0,5,9,0.4976,0.4976,5,0,8.0,8: Cuidado personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001497,Loss,3,agreement,112.23,1,27,1,0,202312,12,3.0,0,4,4,0.5248,0.0,7,2,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21001977,Make,4,half,80.84,1,28,0,1,202308,8,4.0,0,8,8,0.0,0.5274,7,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21003369,Race,3,recently,448.76,2,50,1,0,202403,3,0.5,0,6,6,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003590,Have,2,simple,229.26,1,30,0,1,202306,6,0.0,0,8,8,0.0,0.498,6,0,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004184,Agree,4,city,170.12,1,43,1,0,202403,3,2.0,0,7,7,0.5274,0.0,3,-1,6.0,6: Hogar,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004246,During,1,media,391.83,1,58,1,0,202311,11,0.0,0,1,1,0.4976,0.0,1,-1,5.0,5: Entorno social,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004950,Ball,3,board,227.63,2,43,1,1,202306,6,3.5,0,3,5,0.5248,0.5248,4,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21005188,Business,2,feel,377.37,1,54,1,0,202309,9,0.0,0,9,9,0.498,0.0,2,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005261,Another,3,start,213.92,2,58,1,0,202402,2,1.5,0,6,8,0.5248,0.0,1,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005307,Technology,3,husband,56.95,2,44,1,1,202309,9,1.0,0,1,7,0.5248,0.5248,4,2,3.0,3: Entorno familiar,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21005461,Development,3,bad,269.51,1,68,0,1,202309,9,2.0,0,6,6,0.0,0.5248,6,2,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005926,Pm,4,thousand,160.25,3,39,1,0,202301,1,2.67,0,6,18,0.5274,0.0,2,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21007057,Store,1,research,126.28,2,43,0,1,202302,2,4.0,0,6,16,0.0,0.4976,2,2,5.0,5: Entorno social,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21007607,Stage,1,unit,17.83,4,60,1,0,202308,8,2.25,0,10,35,0.4976,0.0,1,4,4.0,4: Entorno laboral,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21007786,Throw,4,run,240.26,1,23,0,1,202408,8,0.0,0,3,3,0.0,0.5274,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008852,Color,3,check,254.2,1,47,0,1,202311,11,0.0,0,5,5,0.0,0.5248,4,-1,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009830,Back,0,task,427.41,2,36,0,1,202401,1,2.5,0,2,4,0.0,0.4954,3,1,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21000535,Can,1,would,88.46,1,60,1,0,202308,8,1.0,0,1,1,0.4976,0.0,1,4,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002020,Media,2,throw,484.18,1,66,0,1,202307,7,0.0,0,8,8,0.0,0.498,5,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21004701,Inside,3,move,117.5,1,54,1,0,202405,5,0.0,0,9,9,0.5248,0.0,3,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005352,Cut,0,American,404.25,2,55,1,1,202306,6,0.0,0,6,9,0.4954,0.4954,2,2,5.0,5: Entorno social,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21001667,Whether,1,modern,10.12,1,39,0,1,202410,10,0.0,0,2,2,0.0,0.4976,4,4,5.0,5: Entorno social,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21001905,Say,0,front,23.4,1,60,0,1,202404,4,1.0,0,2,2,0.0,0.4954,1,2,6.0,6: Hogar,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002106,Capital,2,goal,430.41,2,38,0,1,202306,6,0.0,0,6,12,0.0,0.498,3,0,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21003841,Adult,2,catch,240.95,1,46,1,0,202403,3,0.0,0,4,4,0.498,0.0,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21004531,Across,0,trip,430.27,2,41,1,0,202305,5,0.0,0,4,12,0.4954,0.0,3,6,7.0,7: Gestión emocional,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21005875,Day,2,own,290.06,1,60,0,1,202409,9,0.0,0,8,8,0.0,0.498,4,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009936,Ago,2,her,235.04,2,42,1,1,202307,7,2.5,0,9,12,0.498,0.498,1,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009075,Forward,4,quite,497.9,2,28,0,1,202408,8,0.0,1,16,16,0.0,0.5274,7,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21000236,Explain,3,method,186.28,1,54,1,0,202409,9,0.0,0,5,5,0.5248,0.0,3,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000544,Nothing,0,travel,413.73,2,33,1,1,202403,3,1.5,0,1,11,0.4954,0.4954,7,2,5.0,5: Entorno social,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000679,Blue,2,rule,435.01,2,69,1,0,202304,4,0.0,0,2,12,0.498,0.0,5,5,2.0,2: Desarrollo personal,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21000719,Education,4,power,191.79,1,30,1,0,202308,8,3.0,0,2,2,0.5274,0.0,7,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21002133,Dinner,0,answer,493.98,1,65,1,0,202408,8,5.0,0,5,5,0.4954,0.0,5,2,2.0,2: Desarrollo personal,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21002711,Quickly,4,coach,99.95,1,48,1,0,202309,9,0.0,0,7,7,0.5274,0.0,3,2,9.0,9: Instituciones,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21003260,Station,0,develop,83.79,1,18,1,0,202407,7,0.0,0,1,1,0.4954,0.0,6,5,10.0,10: Innovación,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21003372,Pretty,1,money,224.6,1,29,0,1,202412,12,0.0,0,4,4,0.0,0.4976,7,2,5.0,5: Entorno social,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003638,As,3,from,246.41,1,48,1,0,202304,4,0.0,0,7,7,0.5248,0.0,4,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003727,Total,0,line,193.08,2,43,1,0,202303,3,1.5,0,1,2,0.4954,0.0,4,2,1.0,1: Arte y creatividad,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21004969,Ever,4,cut,69.25,1,47,0,1,202409,9,0.0,0,5,5,0.0,0.5274,3,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005275,Customer,4,impact,379.06,1,31,1,0,202309,9,0.0,0,4,4,0.5274,0.0,7,2,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21005502,Feeling,3,plant,359.7,3,53,1,1,202308,8,1.33,0,9,22,0.5248,0.5248,3,5,6.0,6: Hogar,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21006069,Page,0,despite,451.33,3,40,0,1,202302,2,0.0,0,8,21,0.0,0.4954,3,1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21006156,Either,0,pick,212.14,1,54,1,0,202304,4,0.0,0,1,1,0.4954,0.0,2,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006669,Get,1,rise,483.91,1,21,0,1,202402,2,0.0,0,2,2,0.0,0.4976,6,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21008433,Language,4,force,215.93,3,54,1,1,202308,8,1.0,0,3,6,0.5274,0.5274,4,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21009132,Thank,3,report,314.87,1,35,1,0,202306,6,0.0,0,10,10,0.5248,0.0,2,2,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000187,May,0,rate,326.77,1,42,1,0,202402,2,0.0,0,4,4,0.4954,0.0,4,1,4.0,4: Entorno laboral,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21000644,Despite,3,wear,11.7,1,66,0,1,202401,1,0.0,0,3,3,0.0,0.5248,6,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21002490,Help,1,enjoy,92.77,1,35,1,0,202303,3,5.0,0,10,10,0.4976,0.0,4,1,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21006743,Sea,1,course,253.46,2,36,1,1,202403,3,0.0,0,7,11,0.4976,0.4976,4,1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000111,Court,3,trouble,67.51,2,39,1,1,202305,5,0.0,0,18,18,0.5248,0.5248,2,-1,7.0,7: Gestión emocional,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21000467,Start,0,me,147.08,1,56,0,1,202407,7,1.0,0,2,2,0.0,0.4954,1,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000713,Require,4,kind,124.48,1,52,0,1,202303,3,0.0,0,10,10,0.0,0.5274,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21001257,Stay,3,role,165.95,1,21,1,0,202409,9,1.0,0,9,9,0.5248,0.0,5,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002349,Trial,1,difference,41.83,1,41,0,1,202411,11,0.0,0,5,5,0.0,0.4976,4,-1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21003786,Whole,1,north,485.47,1,53,1,0,202408,8,2.0,0,6,6,0.4976,0.0,3,4,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21004386,Choice,4,trade,438.98,2,53,1,0,202303,3,0.0,0,6,7,0.5274,0.0,4,-1,4.0,4: Entorno laboral,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21004564,Street,0,collection,229.49,2,39,0,1,202304,4,3.0,0,6,12,0.0,0.4954,3,2,4.0,4: Entorno laboral,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21004842,Edge,0,summer,297.21,1,35,0,1,202312,12,0.0,0,5,5,0.0,0.4954,3,0,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21005962,Near,3,ready,413.82,1,52,0,1,202406,6,3.0,0,10,10,0.0,0.5248,3,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21006730,Though,0,fund,395.02,1,23,1,0,202404,4,3.0,0,4,4,0.4954,0.0,6,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21006880,Shoulder,0,message,37.58,2,28,0,1,202302,2,2.0,0,3,6,0.0,0.4954,7,1,4.0,4: Entorno laboral,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006998,Factor,4,like,303.19,1,24,0,1,202309,9,0.0,0,5,5,0.0,0.5274,6,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21007917,Sister,4,or,101.75,1,26,0,1,202311,11,0.0,0,5,5,0.0,0.5274,7,-4,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
