P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts
PD_21006701,Main,Books,hit,276.74,2,50,1,0,202407,7,4.5,0,4,8,0.4954,0.0000,2,5
PD_21006997,Represent,Fitness,impact,374.58,1,46,1,0,202403,3,0,0,1,1,0.5248,0.0000,4,2
PD_21007253,Few,"Home Appliance",stop,359.63,1,25,1,0,202404,4,0,0,9,9,0.5274,0.0000,6,5
PD_21007359,Fine,Fashion,special,185.65,1,61,1,0,202308,8,2,0,4,4,0.4980,0.0000,4,2
PD_21008025,Piece,Fitness,size,77.26,1,34,1,0,202406,6,0,0,4,4,0.5248,0.0000,7,2
PD_21008347,Poor,Fashion,book,248.89,1,42,1,0,202302,2,2,0,9,9,0.4980,0.0000,1,2
PD_21008791,Edge,Books,government,216.3,1,53,0,1,202409,9,3,0,8,8,0.0000,0.4954,2,5
PD_21008848,Land,"Home Appliance",give,72.08,1,34,0,1,202304,4,0,0,9,9,0.0000,0.5274,7,5
PD_21009487,There,Electronics,picture,402,1,43,1,0,202406,6,0,0,6,6,0.4976,0.0000,2,2
PD_21003985,Medical,Fitness,contain,88.1,1,66,1,0,202304,4,5,0,2,2,0.5248,0.0000,6,5
PD_21006344,Agency,Fashion,teacher,432.04,1,55,0,1,202309,9,0,0,7,7,0.0000,0.4980,2,5
PD_21007266,Along,Fashion,vote,382.4,1,70,1,0,202412,12,0,0,8,8,0.4980,0.0000,5,2
PD_21002497,Natural,"Home Appliance",letter,161.18,1,18,0,1,202312,12,3,0,5,5,0.0000,0.5274,6,1
PD_21007989,Later,Books,discover,397.73,2,50,1,1,202312,12,0,0,3,9,0.4954,0.4954,2,0
PD_21007299,Building,Fashion,company,277.21,4,41,1,1,202302,2,2.5,1,16,22,0.4980,0.4980,3,2
PD_21005733,Moment,Fashion,worry,70.01,3,55,1,1,202405,5,0.33,1,23,17,0.4980,0.4980,2,-1
PD_21002689,Trade,Fashion,indeed,473.31,2,60,1,1,202401,1,0,1,14,14,0.4980,0.4980,4,3
PD_21002162,Tv,Books,prevent,97.51,2,39,1,0,202409,9,3,1,14,14,0.4954,0.0000,3,5
PD_21005007,Guess,Books,fear,151.22,2,49,1,1,202303,3,0,1,10,10,0.4954,0.4954,2,2
PD_21008179,Born,Fitness,subject,41.89,2,41,0,1,202409,9,0,1,19,19,0.0000,0.5248,2,2
PD_21006908,Democratic,"Home Appliance",check,350.53,3,40,1,1,202307,7,0,1,11,17,0.5274,0.5274,2,-1
PD_21009108,Maintain,Fitness,necessary,486.35,3,50,1,0,202303,3,0.33,1,16,20,0.5248,0.0000,3,2
PD_21006626,Brother,Books,compare,269.26,2,48,1,1,202404,4,4,1,12,12,0.4954,0.4954,4,2
PD_21000813,Young,"Home Appliance",film,86.66,1,51,0,1,202312,12,0,0,2,2,0.0000,0.5274,4,1
PD_21000891,Live,Books,fish,349.54,2,50,1,0,202303,3,2.5,0,5,7,0.4954,0.0000,2,2
PD_21002114,Happen,"Home Appliance",few,355.35,3,42,0,1,202306,6,2.33,0,6,18,0.0000,0.5274,3,2
PD_21002201,Anyone,Fashion,board,14.84,1,60,0,1,202304,4,0,0,10,10,0.0000,0.4980,4,5
PD_21003451,Position,Fitness,finish,74.3,1,37,1,0,202301,1,0,0,6,6,0.5248,0.0000,2,2
PD_21003678,Buy,"Home Appliance",computer,75.48,1,70,0,1,202408,8,0,0,8,8,0.0000,0.5274,5,2
PD_21003720,Receive,Fitness,several,40.86,1,31,1,0,202405,5,5,0,6,6,0.5248,0.0000,7,-1
PD_21004339,Old,Books,stay,256.37,2,48,1,0,202307,7,2,0,3,6,0.4954,0.0000,4,5
PD_21005014,Specific,Fitness,subject,309.15,1,45,0,1,202411,11,0,0,3,3,0.0000,0.5248,4,-1
PD_21005091,Between,Fitness,positive,466.98,1,29,0,1,202310,10,0,0,5,5,0.0000,0.5248,7,2
PD_21005579,Travel,Fashion,others,64.27,2,47,0,1,202312,12,0,0,2,3,0.0000,0.4980,1,2
PD_21005893,Ago,"Home Appliance",air,23.08,1,23,1,0,202404,4,0,0,7,7,0.5274,0.0000,6,5
PD_21006397,Sea,Electronics,budget,44.98,1,46,0,1,202404,4,0,0,1,1,0.0000,0.4976,2,2
PD_21006912,Consumer,"Home Appliance",health,418.48,1,48,0,1,202403,3,1,0,2,2,0.0000,0.5274,3,-1
PD_21007760,Gas,Electronics,career,302.13,1,59,1,0,202409,9,0,0,10,10,0.4976,0.0000,1,2
PD_21008524,Need,Electronics,field,179.24,1,61,1,0,202303,3,4,0,5,5,0.4976,0.0000,1,1
PD_21009287,Something,"Home Appliance",whether,361.98,1,42,0,1,202410,10,0,0,7,7,0.0000,0.5274,3,2
PD_21003908,Anyone,Fitness,begin,120,1,29,1,0,202410,10,2,0,2,2,0.5248,0.0000,7,2
PD_21007526,Wish,Fashion,let,331.06,1,41,1,0,202303,3,0,0,6,6,0.4980,0.0000,3,2
PD_21002098,Way,Fashion,time,373.47,2,22,1,1,202303,3,1.5,0,9,10,0.4980,0.4980,7,2
PD_21000370,Doctor,Books,tend,301.79,1,39,0,1,202412,12,5,0,10,10,0.0000,0.4954,3,0
PD_21000920,Drug,Electronics,north,332.77,1,32,0,1,202302,2,0,0,5,5,0.0000,0.4976,7,2
PD_21002072,Remain,"Home Appliance",difference,189.24,1,62,1,0,202411,11,5,0,9,9,0.5274,0.0000,1,-4
PD_21003867,Success,Electronics,lot,364.54,1,19,0,1,202307,7,0,0,3,3,0.0000,0.4976,6,0
PD_21005020,Morning,Books,he,262.46,1,19,0,1,202306,6,0,0,9,9,0.0000,0.4954,6,2
PD_21005123,Source,"Home Appliance",service,327.61,1,33,1,0,202308,8,2,0,1,1,0.5274,0.0000,7,2
PD_21008494,I,Books,step,148.24,2,21,1,0,202311,11,5,0,1,2,0.4954,0.0000,6,2
PD_21009838,Theory,Fitness,Mr,197.63,1,56,0,1,202304,4,0,0,9,9,0.0000,0.5248,1,5
PD_21002924,Rest,"Home Appliance",factor,392.19,1,43,0,1,202312,12,1,0,7,7,0.0000,0.5274,3,1
PD_21008308,Position,"Home Appliance",should,470.98,1,63,1,0,202412,12,0,0,10,10,0.5274,0.0000,5,1
PD_21004576,Be,Fitness,finally,379.51,1,22,0,1,202410,10,0,0,2,2,0.0000,0.5248,5,2
PD_21005128,Morning,"Home Appliance",conference,196.41,4,54,1,1,202312,12,1.75,0,3,19,0.5274,0.5274,4,1
PD_21008887,Pressure,"Home Appliance",character,282.27,3,64,0,1,202309,9,2.67,1,11,21,0.0000,0.5274,5,2
PD_21000004,Friend,"Home Appliance",performance,294.26,1,22,0,1,202411,11,0,0,8,8,0.0000,0.5274,6,-4
PD_21000209,Fish,Fitness,Democrat,172.76,2,41,0,1,202303,3,3,0,10,20,0.0000,0.5248,2,2
PD_21001636,Mouth,Electronics,center,376.73,1,67,0,1,202404,4,0,0,2,2,0.0000,0.4976,5,2
PD_21001710,Surface,Electronics,purpose,96.96,1,55,1,0,202409,9,0,0,10,10,0.4976,0.0000,3,2
PD_21002383,Special,Electronics,lose,392.64,1,38,0,1,202311,11,0,0,5,5,0.0000,0.4976,4,-1
PD_21006150,Control,Electronics,picture,412.17,1,20,1,0,202404,4,1,0,2,2,0.4976,0.0000,6,2
PD_21007779,Available,Fashion,cover,129.35,1,57,1,0,202310,10,0,0,8,8,0.4980,0.0000,4,5
PD_21008960,Quite,Electronics,company,152.77,1,48,0,1,202409,9,0,0,4,4,0.0000,0.4976,2,2
PD_21009176,Crime,"Home Appliance",little,362.73,1,22,1,0,202303,3,5,0,6,6,0.5274,0.0000,6,-1
PD_21004507,Anyone,Fitness,state,130.47,1,49,0,1,202402,2,5,0,4,4,0.0000,0.5248,3,-1
PD_21004799,Some,Books,hold,133.89,1,55,0,1,202407,7,1,0,8,8,0.0000,0.4954,2,5
PD_21000482,Experience,Fashion,cover,420.42,2,18,0,1,202309,9,4,0,4,8,0.0000,0.4980,7,5
PD_21001561,Evening,Electronics,road,233.42,1,42,1,0,202412,12,3,0,8,8,0.4976,0.0000,2,2
PD_21003366,Create,Fashion,conference,425.94,4,61,0,1,202302,2,1.25,0,9,28,0.0000,0.4980,4,2
PD_21005497,Physical,Electronics,very,32.61,4,22,0,1,202305,5,2.5,0,8,31,0.0000,0.4976,6,2
PD_21000281,Black,"Home Appliance",parent,479.48,1,39,0,1,202306,6,0,0,7,7,0.0000,0.5274,2,2
PD_21002123,Something,Electronics,interest,150.67,1,47,1,0,202310,10,3,0,3,3,0.4976,0.0000,2,4
PD_21002519,Billion,"Home Appliance",although,26.06,1,43,1,0,202412,12,0,0,1,1,0.5274,0.0000,3,1
PD_21003091,Memory,Fitness,those,258.52,1,66,0,1,202403,3,4,0,8,8,0.0000,0.5248,6,2
PD_21003570,Sometimes,"Home Appliance",argue,16.13,1,46,0,1,202408,8,0,0,9,9,0.0000,0.5274,3,2
PD_21003656,Receive,"Home Appliance",bar,66.96,1,55,0,1,202406,6,0,0,7,7,0.0000,0.5274,4,2
PD_21007190,Product,"Home Appliance",born,37.98,2,61,1,1,202307,7,1,0,6,10,0.5274,0.5274,1,-1
PD_21007937,Century,Fitness,hope,437.45,1,61,0,1,202309,9,0,0,6,6,0.0000,0.5248,1,2
PD_21008160,So,Fashion,tell,82.66,1,65,0,1,202411,11,2,0,10,10,0.0000,0.4980,5,2
PD_21008840,Decision,Electronics,never,360.53,1,31,1,0,202406,6,0,0,5,5,0.4976,0.0000,7,2
PD_21008893,Oil,Electronics,recognize,419.89,1,61,0,1,202406,6,0,0,7,7,0.0000,0.4976,1,2
PD_21009420,Into,Fitness,explain,403.2,1,60,0,1,202409,9,2,0,6,6,0.0000,0.5248,1,2
PD_21001848,Nor,Fashion,light,128.46,1,64,0,1,202308,8,0,0,9,9,0.0000,0.4980,5,2
PD_21004685,Drive,Fitness,meeting,45.14,1,58,1,0,202306,6,0,0,7,7,0.5248,0.0000,1,2
PD_21007003,Eye,Electronics,would,331.22,1,40,0,1,202309,9,0,0,10,10,0.0000,0.4976,4,2
PD_21007219,Nothing,Fashion,space,82.08,1,37,1,0,202410,10,5,0,4,4,0.4980,0.0000,3,5
PD_21000085,Risk,Fashion,structure,32.6,1,22,0,1,202302,2,0,0,5,5,0.0000,0.4980,7,2
PD_21001052,Condition,Fashion,although,116.35,2,49,1,1,202405,5,1,1,14,14,0.4980,0.4980,2,-1
PD_21004913,Her,Books,western,144.39,2,51,1,1,202312,12,0,1,8,8,0.4954,0.4954,2,0
PD_21000176,Life,Electronics,ask,176.03,1,57,0,1,202303,3,0,0,7,7,0.0000,0.4976,1,1
PD_21000515,Majority,Fitness,interest,479.83,1,53,0,1,202311,11,0,0,7,7,0.0000,0.5248,3,-1
PD_21000753,Few,Books,record,343.6,1,41,0,1,202410,10,0,0,5,5,0.0000,0.4954,3,5
PD_21001509,Then,Electronics,mission,64.14,1,36,1,0,202402,2,0,0,5,5,0.4976,0.0000,4,2
PD_21001776,The,Fashion,call,141.06,1,32,0,1,202303,3,5,0,6,6,0.0000,0.4980,6,2
PD_21002239,Exactly,Books,rate,467.79,2,32,1,0,202312,12,4.5,0,12,12,0.4954,0.0000,7,0
PD_21002498,Growth,Fashion,offer,79.58,2,62,0,1,202405,5,3,0,2,4,0.0000,0.4980,4,-1
PD_21002635,High,Fitness,whom,482.03,1,52,0,1,202302,2,3,0,3,3,0.0000,0.5248,3,-1
PD_21003819,Significant,Fitness,try,265.58,2,30,0,1,202301,1,4.5,0,4,8,0.0000,0.5248,7,2
PD_21004372,Structure,Fitness,girl,182.25,1,63,0,1,202311,11,0,0,4,4,0.0000,0.5248,6,-1
PD_21004496,Resource,Fashion,discussion,151.93,1,56,1,0,202410,10,0,0,9,9,0.4980,0.0000,4,5
PD_21005202,Several,"Home Appliance",dinner,416.26,1,62,0,1,202407,7,0,0,6,6,0.0000,0.5274,1,-1
PD_21005664,Police,Fitness,size,146.07,1,18,0,1,202408,8,0,0,4,4,0.0000,0.5248,5,5
PD_21005740,Attack,Books,movie,211.71,1,40,0,1,202306,6,2,0,5,5,0.0000,0.4954,3,2
PD_21006492,Method,Fashion,body,240.98,1,31,0,1,202402,2,0,0,5,5,0.0000,0.4980,6,2
PD_21006790,Or,"Home Appliance",return,495.57,1,37,0,1,202403,3,0,0,4,4,0.0000,0.5274,2,-1
PD_21008338,Worry,Fitness,cost,125.88,1,51,0,1,202310,10,0,0,4,4,0.0000,0.5248,3,2
PD_21008438,Minute,Fashion,chance,479.86,1,31,0,1,202308,8,4,0,2,2,0.0000,0.4980,6,2
PD_21009403,Positive,"Home Appliance",next,157.66,1,31,0,1,202310,10,0,0,1,1,0.0000,0.5274,7,2
PD_21009912,Single,Books,sign,291.67,1,48,1,0,202408,8,4,0,4,4,0.4954,0.0000,4,2
PD_21001668,Author,Books,course,302.14,1,62,0,1,202405,5,0,0,6,6,0.0000,0.4954,1,6
PD_21007364,Miss,Electronics,computer,283.82,1,62,0,1,202303,3,0,0,5,5,0.0000,0.4976,1,1
PD_21009121,A,Books,through,65.34,1,46,0,1,202405,5,0,0,1,1,0.0000,0.4954,4,6
PD_21000650,Positive,Fashion,possible,68.43,1,50,1,0,202309,9,0,0,6,6,0.4980,0.0000,2,5
PD_21005537,Leave,Fashion,leave,112.95,1,45,0,1,202411,11,0,0,4,4,0.0000,0.4980,1,2
PD_21000962,Break,Fitness,decision,261.51,2,28,1,1,202404,4,0,1,11,11,0.5248,0.5248,7,5
PD_21000823,Let,Fitness,thus,105.23,2,23,0,1,202412,12,3.5,0,4,8,0.0000,0.5248,5,2
PD_21001025,Goal,Electronics,lose,56.64,2,59,1,0,202307,7,2.5,0,2,4,0.4976,0.0000,1,0
PD_21001462,Could,Electronics,response,47.13,3,39,1,1,202310,10,2.67,0,3,15,0.4976,0.4976,4,4
PD_21002343,Vote,Fashion,without,498.91,2,49,1,0,202310,10,3,0,3,6,0.4980,0.0000,2,5
PD_21002385,Trial,Fitness,significant,305.55,1,65,1,0,202302,2,0,0,5,5,0.5248,0.0000,6,-1
PD_21002872,Plan,"Home Appliance",approach,309.47,4,36,0,1,202306,6,2,0,10,13,0.0000,0.5274,2,2
PD_21003073,Finish,"Home Appliance",federal,367.59,1,53,0,1,202409,9,0,0,9,9,0.0000,0.5274,4,2
PD_21003462,Yes,Books,process,16.12,1,68,1,0,202409,9,0,0,3,3,0.4954,0.0000,5,5
PD_21004214,Street,"Home Appliance",look,155.33,1,53,1,0,202304,4,2,0,7,7,0.5274,0.0000,4,5
PD_21004303,Ok,Fitness,moment,433.85,1,31,0,1,202302,2,0,0,2,2,0.0000,0.5248,7,-1
PD_21005602,According,Fitness,they,188.23,1,63,0,1,202310,10,0,0,2,2,0.0000,0.5248,6,2
PD_21006463,Film,Electronics,effect,306.48,1,65,1,0,202412,12,0,0,3,3,0.4976,0.0000,5,2
PD_21006531,Probably,"Home Appliance",fear,195.24,1,38,1,0,202306,6,0,0,10,10,0.5274,0.0000,2,2
PD_21007591,Lot,Books,run,460.32,1,40,0,1,202305,5,0,0,1,1,0.0000,0.4954,3,6
PD_21009507,Arrive,Books,can,484.58,1,50,1,0,202301,1,0,0,6,6,0.4954,0.0000,2,1
PD_21009551,Style,Fitness,fight,182.44,1,42,1,0,202302,2,4,0,5,5,0.5248,0.0000,4,-1
PD_21009639,Try,Books,fill,454.51,1,31,1,0,202403,3,1,0,3,3,0.4954,0.0000,7,2
PD_21008523,Center,Fitness,single,453.15,1,50,0,1,202409,9,0,0,7,7,0.0000,0.5248,3,2
PD_21008841,When,Fashion,factor,268.46,1,69,0,1,202311,11,0,0,5,5,0.0000,0.4980,5,2
PD_21009913,Chance,Fitness,current,80.71,3,34,1,1,202303,3,0,0,2,16,0.5248,0.5248,7,2
PD_21003189,Model,"Home Appliance",certainly,367.07,1,28,0,1,202307,7,3,0,5,5,0.0000,0.5274,7,-1
PD_21004032,Best,Electronics,apply,334.41,1,37,1,0,202410,10,3,0,9,9,0.4976,0.0000,4,4
PD_21000812,Today,Books,school,78.45,3,50,1,1,202312,12,1.67,1,2,3,0.4954,0.4954,2,0
PD_21001713,Popular,Electronics,far,231.57,1,21,0,1,202412,12,0,0,4,4,0.0000,0.4976,6,2
PD_21001986,Election,Electronics,heavy,336.06,1,34,0,1,202407,7,0,0,9,9,0.0000,0.4976,7,0
PD_21002684,Part,Fitness,evening,246.22,1,21,0,1,202304,4,0,0,3,3,0.0000,0.5248,5,5
PD_21003288,Our,Electronics,speech,311.16,1,70,1,0,202305,5,5,0,7,7,0.4976,0.0000,5,2
PD_21003381,Even,"Home Appliance",account,480.96,1,28,1,0,202401,1,3,0,6,6,0.5274,0.0000,7,5
PD_21003616,Style,Fashion,everybody,382.34,3,48,1,1,202406,6,1.33,0,15,15,0.4980,0.4980,1,0
PD_21004904,Tax,Fitness,general,47.11,1,46,0,1,202408,8,0,0,5,5,0.0000,0.5248,4,5
PD_21005363,Season,Books,whole,385.39,2,34,0,1,202310,10,1.5,0,1,2,0.0000,0.4954,7,5
PD_21005562,Collection,Fitness,measure,249.7,2,27,0,1,202304,4,3,0,5,10,0.0000,0.5248,7,5
PD_21007075,Who,Electronics,others,44.24,2,25,1,0,202308,8,1,0,3,6,0.4976,0.0000,6,4
PD_21007244,Scene,Electronics,edge,490.86,1,40,0,1,202406,6,1,0,5,5,0.0000,0.4976,4,2
PD_21007374,Officer,Electronics,street,250.22,1,27,1,0,202403,3,0,0,9,9,0.4976,0.0000,7,1
PD_21007955,Kind,Fashion,himself,176.22,2,44,0,1,202308,8,1.5,0,7,7,0.0000,0.4980,1,2
PD_21009000,Door,Fashion,player,243.18,1,31,0,1,202303,3,3,0,8,8,0.0000,0.4980,6,2
PD_21009416,Loss,"Home Appliance",single,278.58,1,18,1,0,202407,7,1,0,1,1,0.5274,0.0000,6,-1
PD_21009606,At,Books,exactly,129.17,2,47,1,1,202302,2,0.5,0,2,10,0.4954,0.4954,4,1
PD_21003477,Military,"Home Appliance",watch,202.71,1,51,1,0,202407,7,3,0,5,5,0.5274,0.0000,4,-1
PD_21005888,Customer,Fashion,order,33.86,3,47,0,1,202302,2,2.67,0,1,5,0.0000,0.4980,1,2
PD_21000289,Investment,Fitness,civil,466.59,2,34,0,1,202309,9,0.5,0,10,11,0.0000,0.5248,7,2
PD_21003313,Same,Fashion,by,27.04,1,50,0,1,202309,9,0,0,8,8,0.0000,0.4980,2,5
PD_21002384,Out,Books,bill,131.54,1,34,1,0,202404,4,0,0,8,8,0.4954,0.0000,7,2
PD_21002576,Yard,Books,whose,411.82,1,69,1,0,202408,8,0,0,3,3,0.4954,0.0000,5,2
PD_21002860,Should,"Home Appliance",TV,177.24,2,53,1,1,202306,6,2,0,1,3,0.5274,0.5274,4,2
PD_21003516,Lot,Fitness,better,44.69,1,52,0,1,202311,11,0,0,7,7,0.0000,0.5248,3,-1
PD_21003721,Kind,Books,wrong,90.62,2,64,1,0,202410,10,3.5,0,3,6,0.4954,0.0000,5,5
PD_21005067,Often,Books,whether,353.23,1,53,0,1,202409,9,0,0,10,10,0.0000,0.4954,2,5
PD_21007767,Research,Books,meeting,236.89,1,19,0,1,202303,3,1,0,1,1,0.0000,0.4954,6,2
PD_21007850,Quite,"Home Appliance",peace,137.74,1,48,0,1,202403,3,0,0,1,1,0.0000,0.5274,3,-1
PD_21008964,Center,Fashion,late,37.88,1,24,0,1,202407,7,0,0,8,8,0.0000,0.4980,7,-1
PD_21000203,Opportunity,"Home Appliance",benefit,221.97,2,30,0,1,202303,3,5,0,6,12,0.0000,0.5274,7,-1
PD_21004741,Food,Electronics,film,35.85,1,25,1,0,202402,2,0,0,4,4,0.4976,0.0000,6,2
PD_21009096,Approach,Fitness,again,169.28,2,62,1,0,202308,8,1,0,1,10,0.5248,0.0000,1,5
PD_21004236,Various,Fitness,attack,190.03,1,36,1,0,202407,7,3,0,2,2,0.5248,0.0000,2,2
PD_21007089,Order,Fashion,Democrat,249.85,1,50,1,0,202409,9,0,0,1,1,0.4980,0.0000,2,5
PD_21008533,Design,Electronics,character,106.27,1,43,1,0,202412,12,4,0,4,4,0.4976,0.0000,2,2
PD_21009410,Suddenly,"Home Appliance",wide,388.31,2,22,1,0,202302,2,0.5,0,7,17,0.5274,0.0000,6,2
PD_21009981,Cup,Books,growth,410.31,2,23,0,1,202306,6,3.5,0,3,6,0.0000,0.4954,6,2
PD_21000937,Learn,Books,surface,150.27,3,26,1,1,202310,10,2.33,1,12,15,0.4954,0.4954,7,5
PD_21005409,When,"Home Appliance",building,184.61,2,48,1,0,202302,2,0,1,18,18,0.5274,0.0000,3,2
PD_21007250,Total,Books,note,420.43,2,35,1,1,202401,1,0,1,17,17,0.4954,0.4954,3,1
PD_21007585,Condition,Fashion,prove,169.55,2,57,0,1,202306,6,1.5,1,11,11,0.0000,0.4980,4,0
PD_21009232,Ability,Electronics,money,309.87,2,59,1,1,202309,9,0.5,1,9,9,0.4976,0.4976,1,2
PD_21008920,Explain,"Home Appliance",reflect,141.24,2,47,1,0,202402,2,1.5,1,16,16,0.5274,0.0000,3,2
PD_21003061,Computer,Fashion,win,230.58,2,60,1,1,202302,2,0.5,1,8,8,0.4980,0.4980,4,2
PD_21006879,Head,Electronics,sure,398.61,2,35,1,1,202312,12,0,1,20,20,0.4976,0.4976,4,2
PD_21005551,Marriage,Fashion,half,51.43,3,61,1,1,202310,10,1.67,1,11,18,0.4980,0.4980,4,5
PD_21008843,As,Books,our,112.58,3,46,1,1,202302,2,0.67,1,2,6,0.4954,0.4954,4,1
PD_21000110,Take,Fashion,clear,351.51,1,20,1,0,202412,12,3,0,8,8,0.4980,0.0000,7,2
PD_21000978,Question,"Home Appliance",its,22.91,1,25,0,1,202402,2,0,0,4,4,0.0000,0.5274,6,2
PD_21001188,Court,Fashion,reflect,257.89,1,22,0,1,202304,4,1,0,4,4,0.0000,0.4980,7,5
PD_21001646,Me,Electronics,air,328.11,1,50,0,1,202409,9,3,0,5,5,0.0000,0.4976,3,2
PD_21002332,According,Electronics,now,400.92,1,40,1,0,202410,10,0,0,9,9,0.4976,0.0000,4,4
PD_21002532,Often,Fitness,cut,80.41,1,47,1,0,202301,1,4,0,4,4,0.5248,0.0000,4,2
PD_21002560,Enough,Fitness,that,327.06,1,42,1,0,202310,10,5,0,2,2,0.5248,0.0000,4,2
PD_21002669,Wide,Fitness,boy,11.51,1,55,0,1,202306,6,3,0,6,6,0.0000,0.5248,3,2
PD_21004003,Best,Electronics,new,447.66,1,45,0,1,202410,10,0,0,4,4,0.0000,0.4976,2,4
PD_21004077,Name,Fashion,field,336.65,1,69,1,0,202302,2,0,0,10,10,0.4980,0.0000,5,2
PD_21004224,Western,Books,make,128.53,1,42,0,1,202306,6,0,0,4,4,0.0000,0.4954,4,2
PD_21004559,Memory,Books,audience,261.11,1,33,0,1,202403,3,5,0,5,5,0.0000,0.4954,7,2
PD_21004890,Old,Electronics,chance,204.76,2,19,0,1,202303,3,3,0,1,2,0.0000,0.4976,6,1
PD_21006818,Raise,Books,friend,430.11,1,20,0,1,202401,1,1,0,1,1,0.0000,0.4954,6,1
PD_21007184,Of,Fashion,claim,435.73,1,68,1,0,202404,4,0,0,2,2,0.4980,0.0000,5,5
PD_21007340,Tough,Fitness,work,484.16,1,70,1,0,202412,12,0,0,6,6,0.5248,0.0000,6,2
PD_21007657,Member,"Home Appliance",buy,137.66,1,34,1,0,202409,9,0,0,2,2,0.5274,0.0000,7,2
PD_21001121,Capital,Fitness,goal,10,1,46,1,0,202307,7,0,0,6,6,0.5248,0.0000,4,2
PD_21008913,Discover,Fitness,field,345.12,3,22,1,1,202307,7,2.33,0,2,7,0.5248,0.5248,5,2
PD_21006002,Across,Fashion,drive,181.03,1,62,0,1,202405,5,0,0,9,9,0.0000,0.4980,4,-1
PD_21007041,Voice,Electronics,leave,384.82,1,41,1,0,202408,8,2,0,7,7,0.4976,0.0000,4,4
PD_21008835,Play,Fitness,behavior,125.59,2,27,0,1,202312,12,3.5,0,6,12,0.0000,0.5248,7,2
PD_21009331,Plant,"Home Appliance",son,221.61,2,35,1,0,202308,8,2.5,0,8,17,0.5274,0.0000,2,2
PD_21009526,Side,Fashion,development,363.15,1,41,0,1,202307,7,0,0,3,3,0.0000,0.4980,3,-1
PD_21000030,Single,Electronics,no,255.39,1,27,1,0,202308,8,0,0,10,10,0.4976,0.0000,7,4
PD_21000105,Direction,"Home Appliance",authority,234.31,1,38,1,0,202407,7,0,0,4,4,0.5274,0.0000,2,-1
PD_21001409,Film,Fashion,something,407.11,1,56,0,1,202409,9,1,0,1,1,0.0000,0.4980,4,5
PD_21001784,Open,Electronics,someone,187.29,1,25,0,1,202410,10,0,0,7,7,0.0000,0.4976,6,4
PD_21002553,People,Fitness,look,393.4,1,44,1,0,202305,5,0,0,2,2,0.5248,0.0000,4,-1
PD_21002665,Middle,Books,remain,106.06,2,34,1,1,202311,11,1,0,4,9,0.4954,0.4954,7,2
PD_21003731,Town,Books,season,61.32,1,18,1,0,202401,1,4,0,6,6,0.4954,0.0000,6,1
PD_21003974,Check,Electronics,authority,429.2,1,46,0,1,202404,4,0,0,2,2,0.0000,0.4976,2,2
PD_21005414,Suggest,Fashion,too,413.86,3,60,0,1,202306,6,3,0,6,18,0.0000,0.4980,4,0
PD_21006713,Employee,"Home Appliance",cut,256.48,2,66,0,1,202302,2,3,0,8,16,0.0000,0.5274,5,2
PD_21007404,Bar,"Home Appliance",several,277.82,1,40,0,1,202408,8,0,0,7,7,0.0000,0.5274,2,2
PD_21009136,American,Fashion,bank,58.78,1,62,0,1,202408,8,0,0,6,6,0.0000,0.4980,4,2
PD_21009198,Hour,Fitness,child,325.64,1,19,0,1,202401,1,3,0,10,10,0.0000,0.5248,5,2
PD_21000075,Various,"Home Appliance",occur,457.98,1,32,1,0,202304,4,3,0,6,6,0.5274,0.0000,7,5
PD_21000704,Answer,Fashion,business,265.96,2,24,1,0,202409,9,4,0,7,14,0.4980,0.0000,7,5
PD_21005458,Second,Fashion,today,178.97,2,36,0,1,202409,9,3,0,2,4,0.0000,0.4980,3,5
PD_21006617,Carry,"Home Appliance",life,228.8,1,54,0,1,202307,7,0,0,7,7,0.0000,0.5274,4,-1
PD_21001627,Perhaps,Fitness,effect,286.08,2,52,1,1,202311,11,0,0,3,4,0.5248,0.5248,3,-1
PD_21004266,Source,Fitness,statement,322.41,1,28,1,0,202305,5,4,0,4,4,0.5248,0.0000,7,-1
PD_21007482,World,Books,civil,68.44,2,45,1,1,202303,3,3,0,8,18,0.4954,0.4954,4,2
PD_21009759,May,Books,suffer,410.11,1,39,1,0,202310,10,0,0,4,4,0.4954,0.0000,3,5
PD_21005036,Despite,Electronics,report,202.71,2,61,1,1,202410,10,0,1,10,10,0.4976,0.4976,1,4
PD_21009638,Main,Books,material,29.92,2,45,1,0,202409,9,0,1,4,4,0.4954,0.0000,4,5
PD_21001410,House,Electronics,democratic,186.91,1,47,1,0,202304,4,0,0,10,10,0.4976,0.0000,2,2
PD_21001786,Cultural,"Home Appliance",they,477.06,1,25,0,1,202312,12,0,0,1,1,0.0000,0.5274,6,1
PD_21001900,Compare,Fashion,budget,315.41,1,35,0,1,202307,7,0,0,2,2,0.0000,0.4980,3,-1
PD_21002628,Drop,"Home Appliance",step,290.59,2,43,1,0,202301,1,1,0,8,15,0.5274,0.0000,3,5
PD_21002779,Song,Electronics,major,57.99,2,38,1,1,202404,4,0,0,5,15,0.4976,0.4976,4,2
PD_21002928,Ask,"Home Appliance",rest,149.05,1,67,0,1,202307,7,4,0,1,1,0.0000,0.5274,5,-1
